method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
TF-IDF raw inner product,3,Enrique Iglesias,Roamer,pop,Murs,The Dance,hip hop,228.44070868325034
TF-IDF raw inner product,1,Jason Mraz,Live High (Album Version),pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,264.51452010204804
TF-IDF raw inner product,2,Jason Mraz,Live High (Album Version),pop,Lauryn Hill,Interlude 5,r&b/soul,211.20113725431244
TF-IDF raw inner product,3,Jason Mraz,Live High (Album Version),pop,Prince,I Love U In Me ( LP Version),r&b/soul,193.18333756556993
TF-IDF raw inner product,1,Mariah Carey,Did I Do That?,pop,Lauryn Hill,Interlude 5,r&b/soul,384.24041647492555
TF-IDF raw inner product,2,Mariah Carey,Did I Do That?,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,332.8053827723818
TF-IDF raw inner product,3,Mariah Carey,Did I Do That?,pop,Eric B. & Rakim,What's On Your Mind,hip hop,267.7381241735541
TF-IDF raw inner product,1,Mariah Carey,I'll Be There,pop,RyanDan,I'll Be There,classical,227.44109683580837
TF-IDF raw inner product,2,Mariah Carey,I'll Be There,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,184.56002881181226
TF-IDF raw inner product,3,Mariah Carey,I'll Be There,pop,Lauryn Hill,Interlude 5,r&b/soul,155.66880155530615
TF-IDF raw inner product,1,Natasha Bedingfield,I Think They're Thinking - Interlude,pop,Lauryn Hill,Interlude 5,r&b/soul,92.28922178177794
TF-IDF raw inner product,2,Natasha Bedingfield,I Think They're Thinking - Interlude,pop,Hollywood Undead,Undead,hip hop,75.1135278345527
TF-IDF raw inner product,3,Natasha Bedingfield,I Think They're Thinking - Interlude,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,66.63703643901407
TF-IDF raw inner product,1,Natasha Bedingfield,Silent Movie,pop,Lauryn Hill,Interlude 5,r&b/soul,251.65677526475622
TF-IDF raw inner product,2,Natasha Bedingfield,Silent Movie,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,244.68023441418586
TF-IDF raw inner product,3,Natasha Bedingfield,Silent Movie,pop,Pain of Salvation,Spitfall,metal,179.16431977103667
TF-IDF raw inner product,1,Natasha Bedingfield,Stumble,pop,Lauryn Hill,Interlude 5,r&b/soul,262.7615920329205
TF-IDF raw inner product,2,Natasha Bedingfield,Stumble,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,240.79425961156176
TF-IDF raw inner product,3,Natasha Bedingfield,Stumble,pop,Hollywood Undead,Undead,hip hop,187.86944864756583
TF-IDF raw inner product,1,Enrique Iglesias,Heroe,pop,Enrique Iglesias,Little Girl,pop,345.4986089214002
TF-IDF raw inner product,2,Enrique Iglesias,Heroe,pop,Ja Rule,One of Us,hip hop,188.17176597287207
TF-IDF raw inner product,3,Enrique Iglesias,Heroe,pop,Afroman,Let's All Get Drunk,hip hop,180.3371868193839
TF-IDF raw inner product,1,Enrique Iglesias,Little Girl,pop,Enrique Iglesias,Heroe,pop,345.4986089214002
TF-IDF raw inner product,2,Enrique Iglesias,Little Girl,pop,Ja Rule,One of Us,hip hop,176.46327781276196
TF-IDF raw inner product,3,Enrique Iglesias,Little Girl,pop,Afroman,Let's All Get Drunk,hip hop,160.9388904123069
TF-IDF raw inner product,1,Enrique Iglesias,Ruleta Rusa,pop,Violadores del Verso,Cantando,hip hop,668.2403620902737
TF-IDF raw inner product,2,Enrique Iglesias,Ruleta Rusa,pop,Violadores del Verso,Dale tiempo al rumor,hip hop,652.364670157776
TF-IDF raw inner product,3,Enrique Iglesias,Ruleta Rusa,pop,Daddy Yankee,Todos Quieren A Raymond,reggae,626.8651315020193
TF-IDF raw inner product,1,Enrique Iglesias,Contigo,pop,Violadores del Verso,Dale tiempo al rumor,hip hop,801.0532314885153
TF-IDF raw inner product,2,Enrique Iglesias,Contigo,pop,Violadores del Verso,Cantando,hip hop,696.2476006776737
TF-IDF raw inner product,3,Enrique Iglesias,Contigo,pop,Wilfrido Vargas,El Semáforo,latin,661.0349839281854
TF-IDF raw inner product,1,Shakira,Años Luz,pop,Violadores del Verso,Cantando,hip hop,600.008141144653
TF-IDF raw inner product,2,Shakira,Años Luz,pop,Violadores del Verso,Dale tiempo al rumor,hip hop,556.1888153416518
TF-IDF raw inner product,3,Shakira,Años Luz,pop,Daddy Yankee,Todos Quieren A Raymond,reggae,540.7533256044176
TF-IDF raw inner product,1,Sara Bareilles,Love Song,pop,Lauryn Hill,Interlude 5,r&b/soul,299.83593062219313
TF-IDF raw inner product,2,Sara Bareilles,Love Song,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,277.09797888268736
TF-IDF raw inner product,3,Sara Bareilles,Love Song,pop,Billy Paul,Your Song,r&b/soul,261.18239399971753
TF-IDF raw inner product,1,Christina Aguilera,Candyman,pop,KMD,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,315.44831535705583
TF-IDF raw inner product,2,Christina Aguilera,Candyman,pop,The Chi-Lites,Have You Seen Her,r&b/soul,308.0908538494562
TF-IDF raw inner product,3,Christina Aguilera,Candyman,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,286.800897452829
TF-IDF raw inner product,1,Selena Gomez & The Scene,Tell Me Something I Don't Know,pop,Lauryn Hill,Interlude 5,r&b/soul,309.61597322077836
TF-IDF raw inner product,2,Selena Gomez & The Scene,Tell Me Something I Don't Know,pop,Eminem,8 Mile,hip hop,226.02549645459183
TF-IDF raw inner product,3,Selena Gomez & The Scene,Tell Me Something I Don't Know,pop,Alicia Keys,Tell You Something (Nana's Reprise),r&b/soul,191.84166264756152
TF-IDF raw inner product,1,Kelly Clarkson,Cry,pop,Lauryn Hill,Interlude 5,r&b/soul,378.74963254423466
TF-IDF raw inner product,2,Kelly Clarkson,Cry,pop,Eminem,My Darling,hip hop,324.3893547734819
TF-IDF raw inner product,3,Kelly Clarkson,Cry,pop,Eminem,8 Mile,hip hop,298.42834454076825
TF-IDF raw inner product,1,Céline Dion,Zora sourit,pop,Sniper,Panam All Star,hip hop,723.0766972003081
TF-IDF raw inner product,2,Céline Dion,Zora sourit,pop,Fonky Family,L'Amour Du Risque,hip hop,693.8899196810887
TF-IDF raw inner product,3,Céline Dion,Zora sourit,pop,Fonky Family,Sans Rémission,hip hop,657.8419823892591
TF-IDF raw inner product,1,Newsboys,Dance,pop,Lauryn Hill,Interlude 5,r&b/soul,243.9648575782353
TF-IDF raw inner product,2,Newsboys,Dance,pop,Eminem,My Darling,hip hop,203.67799773578196
TF-IDF raw inner product,3,Newsboys,Dance,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,201.4488232177045
TF-IDF raw inner product,1,Céline Dion,Partout Je Vois,pop,Fonky Family,Sans Rémission,hip hop,928.0916745958764
TF-IDF raw inner product,2,Céline Dion,Partout Je Vois,pop,Sniper,Panam All Star,hip hop,908.6992074073186
TF-IDF raw inner product,3,Céline Dion,Partout Je Vois,pop,Tryo,Yakamonéyé,reggae,906.8226350831508
TF-IDF raw inner product,1,Kelly Clarkson,Anytime,pop,Lauryn Hill,Interlude 5,r&b/soul,250.12274416588377
TF-IDF raw inner product,2,Kelly Clarkson,Anytime,pop,Danity Kane,Hold Me Down (Album Version),r&b/soul,208.62469056949334
TF-IDF raw inner product,3,Kelly Clarkson,Anytime,pop,Twiztid,She Ain't Afraid,hip hop,201.66121517109949
TF-IDF raw inner product,1,Edward Sharpe & The Magnetic Zeros,Simplest Love,pop,Billy Paul,Your Song,r&b/soul,65.6248354526677
TF-IDF raw inner product,2,Edward Sharpe & The Magnetic Zeros,Simplest Love,pop,Atmosphere,Hair,hip hop,63.78609762383295
TF-IDF raw inner product,3,Edward Sharpe & The Magnetic Zeros,Simplest Love,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,59.97686384802929
TF-IDF raw inner product,1,Colbie Caillat,Midnight Bottle,pop,Lauryn Hill,Interlude 5,r&b/soul,254.9235385475803
TF-IDF raw inner product,2,Colbie Caillat,Midnight Bottle,pop,Afroman,Let's All Get Drunk,hip hop,210.81852510923312
TF-IDF raw inner product,3,Colbie Caillat,Midnight Bottle,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,207.67086242596963
TF-IDF raw inner product,1,Britney Spears,Let Me Be,pop,Eminem,8 Mile,hip hop,294.1121938086905
TF-IDF raw inner product,2,Britney Spears,Let Me Be,pop,Lauryn Hill,Interlude 5,r&b/soul,250.806626482096
TF-IDF raw inner product,3,Britney Spears,Let Me Be,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,218.72097165304652
TF-IDF raw inner product,1,Annie Lennox,Big Sky,pop,Lauryn Hill,Interlude 5,r&b/soul,190.13654415370078
TF-IDF raw inner product,2,Annie Lennox,Big Sky,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,169.81797246207682
TF-IDF raw inner product,3,Annie Lennox,Big Sky,pop,Olivia Newton-John,Don't Stop Believin',pop,145.71800737262737
TF-IDF raw inner product,1,Whitney Houston,Thinking About You,pop,Mos Def,The Easy Spell,hip hop,366.8084553883548
TF-IDF raw inner product,2,Whitney Houston,Thinking About You,pop,Kurupt,It Ain't About You,hip hop,311.87365466818505
TF-IDF raw inner product,3,Whitney Houston,Thinking About You,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,303.27096513600753
TF-IDF raw inner product,1,Phil Collins,A Groovy Kind Of Love (Live),pop,Michael Jackson,Man In The Mirror,pop,171.47576468691022
TF-IDF raw inner product,2,Phil Collins,A Groovy Kind Of Love (Live),pop,Anastacia,Club Megamix,rock,117.00767284120256
TF-IDF raw inner product,3,Phil Collins,A Groovy Kind Of Love (Live),pop,Lauryn Hill,Interlude 5,r&b/soul,113.00186179638166
TF-IDF raw inner product,1,Beyoncé,That's Why You're Beautiful,pop,Lauryn Hill,Interlude 5,r&b/soul,174.38669520204442
TF-IDF raw inner product,2,Beyoncé,That's Why You're Beautiful,pop,Michael Jackson,Man In The Mirror,pop,142.41337238305343
TF-IDF raw inner product,3,Beyoncé,That's Why You're Beautiful,pop,Eminem,My Darling,hip hop,135.98324373394914
TF-IDF raw inner product,1,Whitney Houston,Step By Step,pop,Eminem,8 Mile,hip hop,303.83496866256354
TF-IDF raw inner product,2,Whitney Houston,Step By Step,pop,Organized Konfusion,Soundman,r&b/soul,263.0488726112154
TF-IDF raw inner product,3,Whitney Houston,Step By Step,pop,Vanilla Ice,Ice Is Workin' It,hip hop,260.6537543992409
TF-IDF raw inner product,1,Britney Spears,Piece Of Me (Main Version),pop,DMX,Bring Your Whole Crew,hip hop,233.9140304128001
TF-IDF raw inner product,2,Britney Spears,Piece Of Me (Main Version),pop,Twista,Overdose (Album Version),hip hop,230.412277276114
TF-IDF raw inner product,3,Britney Spears,Piece Of Me (Main Version),pop,Louis Logic,Mischievous,hip hop,207.89810867988058
TF-IDF raw inner product,1,Britney Spears,Can't Make You Love Me,pop,Lauryn Hill,Interlude 5,r&b/soul,293.65412652056585
TF-IDF raw inner product,2,Britney Spears,Can't Make You Love Me,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,267.25438948824444
TF-IDF raw inner product,3,Britney Spears,Can't Make You Love Me,pop,Monica,Hurts The Most,r&b/soul,232.109188536098
TF-IDF raw inner product,1,Britney Spears,Girl In The Mirror,pop,Lauryn Hill,Interlude 5,r&b/soul,211.63835685046746
TF-IDF raw inner product,2,Britney Spears,Girl In The Mirror,pop,Twiztid,She Ain't Afraid,hip hop,191.84453619508668
TF-IDF raw inner product,3,Britney Spears,Girl In The Mirror,pop,Eminem,8 Mile,hip hop,174.970084620256
TF-IDF raw inner product,1,Britney Spears,Radar,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,299.9959078098873
TF-IDF raw inner product,2,Britney Spears,Radar,pop,Lauryn Hill,Interlude 5,r&b/soul,276.400207957465
TF-IDF raw inner product,3,Britney Spears,Radar,pop,Murs,The Dance,hip hop,240.45967918817016
TF-IDF raw inner product,1,Britney Spears,When Your Eyes Say It,pop,Lauryn Hill,Interlude 5,r&b/soul,191.14545713494743
TF-IDF raw inner product,2,Britney Spears,When Your Eyes Say It,pop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,177.90665097114297
TF-IDF raw inner product,3,Britney Spears,When Your Eyes Say It,pop,Matisyahu,Close My Eyes,reggae,165.77186375077517
TF-IDF raw inner product,1,Depeche Mode,Precious (Live In Milan),pop,Lauryn Hill,Interlude 5,r&b/soul,216.6830564760307
TF-IDF raw inner product,2,Depeche Mode,Precious (Live In Milan),pop,Savatage,The Hourglass,metal,165.75966592273383
TF-IDF raw inner product,3,Depeche Mode,Precious (Live In Milan),pop,Ja Rule,One of Us,hip hop,163.02265642150914
TF-IDF raw inner product,1,Crystal Castles,Insectica,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,95.57797345688866
TF-IDF raw inner product,2,Crystal Castles,Insectica,punk,Snow Patrol,The Lightning Strike,rock,84.30799061321997
TF-IDF raw inner product,3,Crystal Castles,Insectica,punk,Company Flow,The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),hip hop,80.84650600836909
TF-IDF raw inner product,1,Motion City Soundtrack,Cambridge (Album Version),punk,Binary Star,Masters Of The Universe,hip hop,123.43632647691341
TF-IDF raw inner product,2,Motion City Soundtrack,Cambridge (Album Version),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,120.47999637608422
TF-IDF raw inner product,3,Motion City Soundtrack,Cambridge (Album Version),punk,Lauryn Hill,Interlude 5,r&b/soul,118.35923860477055
TF-IDF raw inner product,1,Motion City Soundtrack,Disappear,punk,Lauryn Hill,Interlude 5,r&b/soul,158.88483812616454
TF-IDF raw inner product,2,Motion City Soundtrack,Disappear,punk,Murs,The Dance,hip hop,131.08391374695438
TF-IDF raw inner product,3,Motion City Soundtrack,Disappear,punk,Company Flow,The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),hip hop,129.7510352353917
TF-IDF raw inner product,1,Motion City Soundtrack,Fell in Love Without You (Cd),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,131.03081555946588
TF-IDF raw inner product,2,Motion City Soundtrack,Fell in Love Without You (Cd),punk,Binary Star,Indy 500,hip hop,118.12957204294075
TF-IDF raw inner product,3,Motion City Soundtrack,Fell in Love Without You (Cd),punk,Ms. Dynamite,Back Then,hip hop,117.25435322720512
TF-IDF raw inner product,1,Motion City Soundtrack,Point Of Extinction (Cd),punk,Lauryn Hill,Interlude 5,r&b/soul,239.19078235929078
TF-IDF raw inner product,2,Motion City Soundtrack,Point Of Extinction (Cd),punk,Eminem,If I Had,hip hop,227.05939601972383
TF-IDF raw inner product,3,Motion City Soundtrack,Point Of Extinction (Cd),punk,N-Dubz,Work Work,reggae,198.25922058651918
TF-IDF raw inner product,1,Motion City Soundtrack,Stand Too Close,punk,Binary Star,Indy 500,hip hop,220.29688290682637
TF-IDF raw inner product,2,Motion City Soundtrack,Stand Too Close,punk,Lauryn Hill,Interlude 5,r&b/soul,214.08117752126142
TF-IDF raw inner product,3,Motion City Soundtrack,Stand Too Close,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,195.41370102987636
TF-IDF raw inner product,1,Motion City Soundtrack,Worker Bee,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,173.27470226809018
TF-IDF raw inner product,2,Motion City Soundtrack,Worker Bee,punk,Binary Star,Indy 500,hip hop,128.74203693249996
TF-IDF raw inner product,3,Motion City Soundtrack,Worker Bee,punk,Pain of Salvation,Spitfall,metal,118.87748392390324
TF-IDF raw inner product,1,Interpol,Mind Over Time,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,90.77168671334528
TF-IDF raw inner product,2,Interpol,Mind Over Time,punk,Tree63,All Over The World,rock,90.58444794026383
TF-IDF raw inner product,3,Interpol,Mind Over Time,punk,Twista,Overdose (Album Version),hip hop,84.6692836120418
TF-IDF raw inner product,1,The Clash,I Fought The Law,punk,Tyrese,All Ghetto Girl,r&b/soul,91.80289362912924
TF-IDF raw inner product,2,The Clash,I Fought The Law,punk,Kurupt,It Ain't About You,hip hop,78.19535479927765
TF-IDF raw inner product,3,The Clash,I Fought The Law,punk,Eminem,8 Mile,hip hop,74.19142748666401
TF-IDF raw inner product,1,The Clash,The Magnificent Seven,punk,Lauryn Hill,Interlude 5,r&b/soul,397.0326196126612
TF-IDF raw inner product,2,The Clash,The Magnificent Seven,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,360.35481806445847
TF-IDF raw inner product,3,The Clash,The Magnificent Seven,punk,Michael Jackson,Man In The Mirror,pop,307.00667669172276
TF-IDF raw inner product,1,Yellowcard,Believe,punk,Lauryn Hill,Interlude 5,r&b/soul,391.8499983367553
TF-IDF raw inner product,2,Yellowcard,Believe,punk,Ledisi,Alright,r&b/soul,327.3321082832427
TF-IDF raw inner product,3,Yellowcard,Believe,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,288.8434934334958
TF-IDF raw inner product,1,Yellowcard,Empty Apartment,punk,Lauryn Hill,Interlude 5,r&b/soul,224.25634628859103
TF-IDF raw inner product,2,Yellowcard,Empty Apartment,punk,Eminem,8 Mile,hip hop,175.67340910775178
TF-IDF raw inner product,3,Yellowcard,Empty Apartment,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,172.36230051132264
TF-IDF raw inner product,1,Rise Against,But Tonight We Dance,punk,Afroman,Let's All Get Drunk,hip hop,179.84974683009415
TF-IDF raw inner product,2,Rise Against,But Tonight We Dance,punk,Savatage,The Hourglass,metal,169.05652245383982
TF-IDF raw inner product,3,Rise Against,But Tonight We Dance,punk,Lauryn Hill,Interlude 5,r&b/soul,167.16605813931014
TF-IDF raw inner product,1,Rise Against,Faint Resemblance,punk,Lauryn Hill,Interlude 5,r&b/soul,194.63782865315298
TF-IDF raw inner product,2,Rise Against,Faint Resemblance,punk,Eminem,8 Mile,hip hop,139.33465011074296
TF-IDF raw inner product,3,Rise Against,Faint Resemblance,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,132.74925450165964
TF-IDF raw inner product,1,Rise Against,Survive,punk,Eminem,8 Mile,hip hop,263.55743748582086
TF-IDF raw inner product,2,Rise Against,Survive,punk,Lauryn Hill,Interlude 5,r&b/soul,213.4640349865858
TF-IDF raw inner product,3,Rise Against,Survive,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,201.35122931548548
TF-IDF raw inner product,1,Rise Against,The Dirt Whispered,punk,Ja Rule,One of Us,hip hop,207.83550046166116
TF-IDF raw inner product,2,Rise Against,The Dirt Whispered,punk,Dar Williams,Mortal City,folk,206.70075354589008
TF-IDF raw inner product,3,Rise Against,The Dirt Whispered,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,205.13282620169755
TF-IDF raw inner product,1,The Offspring,Get It Right (Album Version),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,221.65290079941795
TF-IDF raw inner product,2,The Offspring,Get It Right (Album Version),punk,Lauryn Hill,Interlude 5,r&b/soul,211.811078309497
TF-IDF raw inner product,3,The Offspring,Get It Right (Album Version),punk,Eminem,8 Mile,hip hop,171.86219929493294
TF-IDF raw inner product,1,The Offspring,Want You Bad,punk,Lauryn Hill,Interlude 5,r&b/soul,163.73942493126978
TF-IDF raw inner product,2,The Offspring,Want You Bad,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,156.86181840672555
TF-IDF raw inner product,3,The Offspring,Want You Bad,punk,Westlife,Bad Girls,pop,148.14086308553806
TF-IDF raw inner product,1,The Offspring,Staring At The Sun,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,255.06322732200337
TF-IDF raw inner product,2,The Offspring,Staring At The Sun,punk,Recoil,Curse,electronic,203.13890200925997
TF-IDF raw inner product,3,The Offspring,Staring At The Sun,punk,The Slackers,Close My Eyes,reggae,197.24449996092693
TF-IDF raw inner product,1,Bad Religion,Operation Rescue,punk,Lauryn Hill,Interlude 5,r&b/soul,201.6056465926667
TF-IDF raw inner product,2,Bad Religion,Operation Rescue,punk,Recoil,Curse,electronic,148.29847680314688
TF-IDF raw inner product,3,Bad Religion,Operation Rescue,punk,N-Dubz,Feva Las Vegas,reggae,147.6370273470154
TF-IDF raw inner product,1,Silverstein,When Broken Is Easily Fixed (Album Version),punk,Recoil,Curse,electronic,143.6090047042941
TF-IDF raw inner product,2,Silverstein,When Broken Is Easily Fixed (Album Version),punk,Eminem,My Darling,hip hop,140.51368817306718
TF-IDF raw inner product,3,Silverstein,When Broken Is Easily Fixed (Album Version),punk,Twista,Overdose (Album Version),hip hop,137.97088477821728
TF-IDF raw inner product,1,The Cure,Want,punk,Tricky,Tricky Versus Lynx (Live),hip hop,130.40612011296068
TF-IDF raw inner product,2,The Cure,Want,punk,Ludacris,Ho,hip hop,120.84003396748639
TF-IDF raw inner product,3,The Cure,Want,punk,Otis Redding,The Dog ( LP Version),r&b/soul,113.9478608481489
TF-IDF raw inner product,1,Hey Monday,Josey,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,230.62804737594203
TF-IDF raw inner product,2,Hey Monday,Josey,punk,Twista,Overdose (Album Version),hip hop,203.3660983004751
TF-IDF raw inner product,3,Hey Monday,Josey,punk,Eminem,8 Mile,hip hop,176.33841727386252
TF-IDF raw inner product,1,The Clash,1-2 Crush On You,punk,Lauryn Hill,Interlude 5,r&b/soul,238.91918364462452
TF-IDF raw inner product,2,The Clash,1-2 Crush On You,punk,Michael Jackson,Man In The Mirror,pop,234.48871964798224
TF-IDF raw inner product,3,The Clash,1-2 Crush On You,punk,Us3,Knowledge Of Self,jazz,213.10754926597573
TF-IDF raw inner product,1,The Clash,Brand New Cadillac,punk,Jeru The Damaja,Me Or The Papes,hip hop,168.27043734263512
TF-IDF raw inner product,2,The Clash,Brand New Cadillac,punk,Kurupt,It Ain't About You,hip hop,161.17954229758627
TF-IDF raw inner product,3,The Clash,Brand New Cadillac,punk,Junior Senior,C'Mon,electronic,161.06864915862064
TF-IDF raw inner product,1,The Clash,Cool Confusion,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,247.3833343342871
TF-IDF raw inner product,2,The Clash,Cool Confusion,punk,Big Brovaz,Find A Way,hip hop,234.08447451596737
TF-IDF raw inner product,3,The Clash,Cool Confusion,punk,Twista,No Remorse (Album Version),hip hop,231.76393048558953
TF-IDF raw inner product,1,The Clash,First Night Back In London,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,197.74731866793954
TF-IDF raw inner product,2,The Clash,First Night Back In London,punk,Lauryn Hill,Interlude 5,r&b/soul,170.37305711979704
TF-IDF raw inner product,3,The Clash,First Night Back In London,punk,Twista,Overdose (Album Version),hip hop,158.1276357001222
TF-IDF raw inner product,1,The Clash,Inoculated City,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,136.00302665156622
TF-IDF raw inner product,2,The Clash,Inoculated City,punk,Pain of Salvation,Spitfall,metal,133.15857044568102
TF-IDF raw inner product,3,The Clash,Inoculated City,punk,Hollywood Undead,Undead,hip hop,112.73262714566785
TF-IDF raw inner product,1,The Clash,Lost In The Supermarket,punk,Lauryn Hill,Interlude 5,r&b/soul,185.1156890785162
TF-IDF raw inner product,2,The Clash,Lost In The Supermarket,punk,Snoop Dogg,Snoopafella (Edited),hip hop,151.56331249937404
TF-IDF raw inner product,3,The Clash,Lost In The Supermarket,punk,EPMD,Knick Knack Patty Wack,hip hop,136.64900716337777
TF-IDF raw inner product,1,The Clash,Overpowered By Funk,punk,Fatboy Slim,The Rockafeller Skank,electronic,297.1762779879203
TF-IDF raw inner product,2,The Clash,Overpowered By Funk,punk,Cameo,Funk Funk,r&b/soul,271.7671766506446
TF-IDF raw inner product,3,The Clash,Overpowered By Funk,punk,Funkadelic,One Nation Under A Groove,r&b/soul,264.95117265414206
TF-IDF raw inner product,1,Bad Religion,Automatic Man (Album Version),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,205.4675657599785
TF-IDF raw inner product,2,Bad Religion,Automatic Man (Album Version),punk,Lauryn Hill,Interlude 5,r&b/soul,166.33454906550813
TF-IDF raw inner product,3,Bad Religion,Automatic Man (Album Version),punk,Gang Starr,The Illest Brother,hip hop,139.35432511306323
TF-IDF raw inner product,1,Bad Religion,Chimaera (Album Version),punk,Lauryn Hill,Interlude 5,r&b/soul,207.4983730530464
TF-IDF raw inner product,2,Bad Religion,Chimaera (Album Version),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,173.88523636998087
TF-IDF raw inner product,3,Bad Religion,Chimaera (Album Version),punk,Petey Pablo,Fool For Love,hip hop,150.10393828299098
TF-IDF raw inner product,1,Bad Religion,Damned to Be Free (Album Version),punk,Lauryn Hill,Interlude 5,r&b/soul,181.5370260104011
TF-IDF raw inner product,2,Bad Religion,Damned to Be Free (Album Version),punk,Recoil,Curse,electronic,159.75905417230706
TF-IDF raw inner product,3,Bad Religion,Damned to Be Free (Album Version),punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,159.6145409541832
TF-IDF raw inner product,1,Bad Religion,Get Off,punk,Lauryn Hill,Interlude 5,r&b/soul,148.034006403279
TF-IDF raw inner product,2,Bad Religion,Get Off,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,146.74362519473883
TF-IDF raw inner product,3,Bad Religion,Get Off,punk,OutKast,Mainstream,hip hop,130.74792477706114
TF-IDF raw inner product,1,Funeral For A Friend,Juneau,punk,Eminem,My Darling,hip hop,124.1153624784015
TF-IDF raw inner product,2,Funeral For A Friend,Juneau,punk,Recoil,Curse,electronic,121.91175868818164
TF-IDF raw inner product,3,Funeral For A Friend,Juneau,punk,Pain of Salvation,Spitfall,metal,111.42022054279875
TF-IDF raw inner product,1,Wire,Another The letter,punk,Suicidal Tendencies,Where's The Truth,metal,106.21249872157298
TF-IDF raw inner product,2,Wire,Another The letter,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,93.40809975851508
TF-IDF raw inner product,3,Wire,Another The letter,punk,Savatage,The Hourglass,metal,91.94703936717869
TF-IDF raw inner product,1,Wire,Strange,punk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,105.269607708852
